address,name,evidence,confidence
097ac6,egs52_update_near_f0b4_097ac6,Instruction destination near addresses f0b4,structural
097ad6,egs52_update_near_c17a_097ad6,Instruction destination near addresses f030;f038;c17a;f806,structural
097b0a,egs52_call_097ad6_097b0a,Direct call targets 097ad6,structural
097b1a,egs52_update_near_f808_097b1a,Instruction destination near addresses f808;f18c;f806,structural
097b40,egs52_update_near_c178_097b40,Instruction destination near addresses fc60;c178;c176;c17a;f808;f030,structural
097ea4,egs52_compute_from_near_c176_097ea4,Instruction source near addresses c176;c0eb;c178,structural
097f16,egs52_update_near_c17a_097f16,Instruction destination near addresses c17a,structural
098002,egs52_compute_from_near_c0eb_098002,Instruction source near addresses c0eb;c176,structural
0980fa,egs52_update_near_c189_0980fa,Instruction destination near addresses f1c6;f0b4;c189;c18a;c18b;fd02,structural
098170,egs52_update_near_c18b_098170,Instruction destination near addresses c18b;c17e,structural
0981ca,egs52_compute_from_near_c189_0981ca,Instruction source near addresses c189;c18a,structural
0981ec,egs52_update_near_c180_0981ec,Instruction destination near addresses c180;c182;c184;c17e,structural
098220,egs52_update_near_c180_098220,Instruction destination near addresses c180;c182;c184;c17e,structural
098254,egs52_update_near_c18c_098254,Instruction destination near addresses fc80;f0b0;c18c;c189;c18a;fd02;c18f;c190;c191;fce4;fce6;c186;fce0;fce2;c187;c188;c18e;f0b4;c18d;c180;c184,structural
098722,egs52_register_sequence_098722,Register-level instruction sequence; higher-level role unresolved,structural
098724,egs52_update_near_c188_098724,Instruction destination near addresses c188;f0b4;c186,structural
0987a2,egs52_update_near_c19c_0987a2,Instruction destination near addresses c19c;c19d;c19e;c19f,structural
09885c,egs52_call_0987a2_09885c,Direct call targets 0987a2,structural
09887a,egs52_update_near_c19d_09887a,Instruction destination near addresses fd02;c19d;c19e;c19c,structural
09895a,egs52_update_near_c19f_09895a,Instruction destination near addresses c19f,structural
0989ea,egs52_update_near_c19f_0989ea,Instruction destination near addresses c19f,structural
098aaa,egs52_transform_memory_098aaa,Indirect non-R0 memory destinations in decoded instructions,structural
098b32,egs52_update_near_f960_098b32,Instruction destination near addresses f960,structural
098b9e,egs52_call_09212e_098b9e,Direct call targets 09212e;09214e,structural
098bca,egs52_call_097904_098bca,Direct call targets 097904;0981ca;0990f6;09fbc0,structural
098d44,egs52_update_near_c19c_098d44,Instruction destination near addresses f980;fd02;c19c,structural
098de6,egs52_update_near_c19d_098de6,Instruction destination near addresses f980;fd02;c19d,structural
098e8a,egs52_update_near_c19e_098e8a,Instruction destination near addresses f980;fd02;c19e,structural
098f2e,egs52_update_near_fcc0_098f2e,Instruction destination near addresses fcc0;fd02,structural
098fc6,egs52_update_near_fcc0_098fc6,Instruction destination near addresses fcc0;fd02,structural
09905e,egs52_update_near_fcc0_09905e,Instruction destination near addresses fcc0;fd02,structural
0990f6,egs52_compute_from_near_c19f_0990f6,Instruction source near addresses c19f,structural
099124,egs52_update_near_f80c_099124,Instruction destination near addresses f80c;f80e;f810;f811;f812;f80a;fdfb;fdf6;fdf8;fdfa,structural
0993d6,egs52_update_near_f80a_0993d6,Instruction destination near addresses f80a;fdfb,structural
099400,egs52_update_near_f80a_099400,Instruction destination near addresses f80a,structural
09941e,egs52_compute_from_near_f80a_09941e,Instruction source near addresses f80a;fdfb,structural
099450,egs52_update_near_c1aa_099450,Instruction destination near addresses c1aa,structural
09945a,egs52_update_near_c1aa_09945a,Instruction destination near addresses c1aa,structural
0994aa,egs52_update_near_c1aa_0994aa,Instruction destination near addresses c1aa,structural
0994ba,egs52_update_near_c1aa_0994ba,Instruction destination near addresses c1aa,structural
0994da,egs52_update_near_c1aa_0994da,Instruction destination near addresses fdfd;c1aa,structural
09950e,egs52_update_near_c1aa_09950e,Instruction destination near addresses c1aa,structural
099570,egs52_update_near_c2b4_099570,Instruction destination near addresses c2b4;c2b0,structural
099688,egs52_update_near_c1ac_099688,Instruction destination near addresses c1ac;c1ad;c2af;c2ae;c2b3,structural
0996a2,egs52_update_near_c2b0_0996a2,Instruction destination near addresses c2b0;c2b1;c2b3;c2af;c2b2,structural
0996d6,egs52_update_near_c2b0_0996d6,Instruction destination near addresses c2b0;c2b1;c1ad;c2b2;c2af;c2ae;c1b0;c1af;c1b1,structural
0997f8,egs52_register_sequence_0997f8,Register-level instruction sequence; higher-level role unresolved,structural
09997a,egs52_update_near_c1b0_09997a,Instruction destination near addresses c1b0;c1af;c2b0;c2b1;c1ad;c2b2;c2b3;c2af,structural
0999ca,egs52_call_09997a_0999ca,Direct call targets 09997a,structural
0999e2,egs52_compute_from_near_c2b6_0999e2,Instruction source near addresses c2b6,structural
0999ec,egs52_update_near_c2b6_0999ec,Instruction destination near addresses c2b6,structural
099a02,egs52_update_near_c105_099a02,Instruction destination near addresses c105;fdec,structural
099a20,egs52_update_near_f581_099a20,Instruction destination near addresses f581;f469;fdea;f464;fdec,structural
099adc,egs52_update_near_f581_099adc,Instruction destination near addresses f581;f469;fdea;f464;fdec,structural
099b98,egs52_update_near_c100_099b98,Instruction destination near addresses f581;fdea;f469;f464;c100;c104;c2bb;c0fc;c0f6;c0ee;c0f2;c0ec,structural
09a486,egs52_update_near_c2bc_09a486,Instruction destination near addresses f581;c2bc;f464;fdea;f469;fdec,structural
09aa56,egs52_update_near_c2be_09aa56,Instruction destination near addresses c2be;fdea;f581;f464;f469;f814;f615;fdec,structural
09b072,egs52_update_near_c102_09b072,Instruction destination near addresses c102;c103;f581;f462;c2b8;c2c2;c2c0;fdea;f464;f469;fd02,structural
09b222,egs52_update_near_c2b8_09b222,Instruction destination near addresses f57d;c2b8;f583;f581;fdea;fdec;f408;fde8;f469;f46b;f46c;f57e;fd02,structural
09b302,egs52_update_near_c2c3_09b302,Instruction destination near addresses c2c3;c2ba;fd02;c2b8,structural
09b39a,egs52_update_near_c2c4_09b39a,Instruction destination near addresses c2c4;f464;fdea;f581;f469;f586;f588;f58a;f58c;f585,structural
09bb8a,egs52_update_near_f469_09bb8a,Instruction destination near addresses f469;f581;fdea,structural
09bbce,egs52_update_near_c2c6_09bbce,Instruction destination near addresses c2c6,structural
09bca4,egs52_update_near_c2ba_09bca4,Instruction destination near addresses f581;f469;f462;fdec;f57c;f576;c2ba;fd02;fdea;c2c8;c2ca;f464;f57a,structural
09be4e,egs52_transform_memory_09be4e,Indirect non-R0 memory destinations in decoded instructions,structural
09be7c,egs52_register_sequence_09be7c,Register-level instruction sequence; higher-level role unresolved,structural
09bed0,egs52_update_near_d2d3_09bed0,Instruction destination near addresses d2d3;d2d4;d2d5;d2da;d2d9;d2d8;d2d7;d2d6,structural
09bf18,egs52_compute_from_near_c2ce_09bf18,Instruction source near addresses c2ce,structural
09bf36,egs52_update_near_c2d0_09bf36,Instruction destination near addresses c2d0;c2d1;c2d3;c2d2;c2cf;c2cc,structural
09bf7a,egs52_update_near_d2d3_09bf7a,Instruction destination near addresses d2d3;c2cf;d2d4;c2d3,structural
09c016,egs52_update_near_d2d3_09c016,Instruction destination near addresses d2d3,structural
09c2f2,egs52_update_near_d2d3_09c2f2,Instruction destination near addresses d2d3;c2d3,structural
09c448,egs52_call_096eec_09c448,Direct call targets 096eec;09c652,structural
09c462,egs52_call_096f56_09c462,Direct call targets 096f56;09c4aa,structural
09c4aa,egs52_call_09c4d8_09c4aa,Direct call targets 09c4d8;09c670,structural
09c4d8,egs52_call_0a1b8c_09c4d8,Direct call targets 0a1b8c;09fbc0,structural
09c652,egs52_transform_memory_09c652,Indirect non-R0 memory destinations in decoded instructions,structural
09c670,egs52_transform_memory_09c670,Indirect non-R0 memory destinations in decoded instructions,structural
09c710,egs52_update_near_c31a_09c710,Instruction destination near addresses c31a;c31b;c31c,structural
09c724,egs52_update_near_c31e_09c724,Instruction destination near addresses c31e;c31f;fd6a;c31a;c322;c324;c320;c325;c329;c31b;c328;c326,structural
09cb2e,egs52_update_near_c32a_09cb2e,Instruction destination near addresses c32a;c330;c32c;c32b;c32e,structural
09ceaa,egs52_register_sequence_09ceaa,Register-level instruction sequence; higher-level role unresolved,structural
09cec0,egs52_update_near_c32e_09cec0,Instruction destination near addresses c32e;c32a;c330;c32c;c32b,structural
09da5e,egs52_update_near_c32a_09da5e,Instruction destination near addresses c32a,structural
09db38,egs52_update_near_c346_09db38,Instruction destination near addresses c346;c33e;c33b;c33c;c340;c348;c342;c33a;c344;c32b;c33d,structural
09de7a,egs52_update_near_c32b_09de7a,Instruction destination near addresses c32b,structural
09df5c,egs52_transform_far_memory_09df5c,Indirect non-R0 memory destinations in decoded instructions,structural
09e304,egs52_update_near_c34a_09e304,Instruction destination near addresses c34a,structural
09e4c8,egs52_transform_far_memory_09e4c8,Indirect non-R0 memory destinations in decoded instructions,structural
09e9da,egs52_update_near_c34c_09e9da,Instruction destination near addresses c34c,structural
09ed5c,egs52_compute_from_near_c32b_09ed5c,Instruction source near addresses c32b;c32c;c32a;c330,structural
09edae,egs52_register_arithmetic_09edae,Register-level instruction sequence; higher-level role unresolved,structural
09edde,egs52_transform_far_memory_09edde,Indirect non-R0 memory destinations in decoded instructions,structural
09ef1e,egs52_update_near_c332_09ef1e,Instruction destination near addresses c332;c336,structural
09efe6,egs52_transform_memory_09efe6,Indirect non-R0 memory destinations in decoded instructions,structural
09f018,egs52_compute_from_near_c32e_09f018,Instruction source near addresses c32e,structural
09f05e,egs52_call_092118_09f05e,Direct call targets 092118;09efaa;0994c8;0994da,structural
09f118,egs52_update_near_c388_09f118,Instruction destination near addresses c388;c389;c38a;c38c,structural
09f35a,egs52_update_near_c3a2_09f35a,Instruction destination near addresses c3a2,structural
09f3bc,egs52_transform_memory_09f3bc,Indirect non-R0 memory destinations in decoded instructions,structural
09f3f8,egs52_transform_far_memory_09f3f8,Indirect non-R0 memory destinations in decoded instructions,structural
09f47c,egs52_transform_memory_09f47c,Indirect non-R0 memory destinations in decoded instructions,structural
09f510,egs52_compute_from_near_c3a2_09f510,Instruction source near addresses c3a2,structural
09f592,egs52_update_near_c3a8_09f592,Instruction destination near addresses c3a8;c3aa;c3a4;c3a6,structural
09f6de,egs52_transform_memory_09f6de,Indirect non-R0 memory destinations in decoded instructions,structural
09f874,egs52_update_near_f84c_09f874,Instruction destination near addresses f84c,structural
09fb68,egs52_transform_memory_09fb68,Indirect non-R0 memory destinations in decoded instructions,structural
09ff1e,egs52_transform_memory_09ff1e,Indirect non-R0 memory destinations in decoded instructions,structural
09ff88,egs52_update_near_f402_09ff88,Instruction destination near addresses f402;f403;f5b4,structural
09ff9a,egs52_update_near_f402_09ff9a,Instruction destination near addresses f402;f5b4,structural
09ffc6,egs52_register_sequence_09ffc6,Register-level instruction sequence; higher-level role unresolved,structural
0a0000,egs52_update_near_c34e_0a0000,Instruction destination near addresses c34e;c354;c356;c358;c35a,structural
0a00aa,egs52_update_near_c34e_0a00aa,Instruction destination near addresses c34e,structural
0a00c6,egs52_update_near_c34e_0a00c6,Instruction destination near addresses c34e,structural
0a00d4,egs52_update_near_c34e_0a00d4,Instruction destination near addresses c34e;f844;f846,structural
0a013e,egs52_update_near_c34e_0a013e,Instruction destination near addresses c34e;f848;f84a,structural
0a01a8,egs52_transform_far_memory_0a01a8,Indirect non-R0 memory destinations in decoded instructions,structural
0a0302,egs52_update_near_c350_0a0302,Instruction destination near addresses c350;c352;c354;c356;c358;c35a,structural
0a0770,egs52_transform_far_memory_0a0770,Indirect non-R0 memory destinations in decoded instructions,structural
0a081a,egs52_transform_far_memory_0a081a,Indirect non-R0 memory destinations in decoded instructions,structural
0a08ee,egs52_update_near_c34e_0a08ee,Instruction destination near addresses f842;c34e,structural
0a0984,egs52_update_near_c34e_0a0984,Instruction destination near addresses fd02;c34e;c380;c382;c384;c386,structural
0a0cc6,egs52_transform_far_memory_0a0cc6,Indirect non-R0 memory destinations in decoded instructions,structural
0a0e7c,egs52_transform_far_memory_0a0e7c,Indirect non-R0 memory destinations in decoded instructions,structural
0a1032,egs52_compute_from_near_f842_0a1032,Instruction source near addresses f842,structural
0a107a,egs52_update_near_fd6c_0a107a,Instruction destination near addresses fd6c,structural
0a10ec,egs52_update_near_fd6c_0a10ec,Instruction destination near addresses fd6c,structural
0a1220,egs52_update_near_fd6c_0a1220,Instruction destination near addresses fd6c,structural
0a1288,egs52_update_near_fd6c_0a1288,Instruction destination near addresses fd6c,structural
0a130c,egs52_update_near_fd6c_0a130c,Instruction destination near addresses fd6c,structural
0a134c,egs52_register_arithmetic_0a134c,Register-level instruction sequence; higher-level role unresolved,structural
0a1388,egs52_update_near_c44e_0a1388,Instruction destination near addresses c44e;f84e,structural
0a13da,egs52_register_sequence_0a13da,Register-level instruction sequence; higher-level role unresolved,structural
0a13e8,egs52_transform_memory_0a13e8,Indirect non-R0 memory destinations in decoded instructions,structural
0a14c0,egs52_update_near_fd6c_0a14c0,Instruction destination near addresses fd6c,structural
0a1522,egs52_update_near_fd6c_0a1522,Instruction destination near addresses fd6c,structural
0a1586,egs52_update_near_c44e_0a1586,Instruction destination near addresses fd6c;c44e,structural
0a160c,egs52_update_near_fd6c_0a160c,Instruction destination near addresses fd6c,structural
0a16c8,egs52_update_near_f84e_0a16c8,Instruction destination near addresses f84e,structural
0a17de,egs52_update_near_c44e_0a17de,Instruction destination near addresses c44e,structural
0a180a,egs52_transform_memory_0a180a,Indirect non-R0 memory destinations in decoded instructions,structural
0a18cc,egs52_update_near_c44e_0a18cc,Instruction destination near addresses fd6c;c44e;c44f,structural
0a1b54,egs52_register_arithmetic_0a1b54,Register-level instruction sequence; higher-level role unresolved,structural
0a1c32,egs52_compute_from_near_f84e_0a1c32,Instruction source near addresses f84e,structural
0a1c96,egs52_compute_from_near_f84e_0a1c96,Instruction source near addresses f84e,structural
0a1cc8,egs52_update_near_fd6c_0a1cc8,Instruction destination near addresses fd6c,structural
0a1d8c,egs52_update_near_c44e_0a1d8c,Instruction destination near addresses fd6c;c44e,structural
0a1dd8,egs52_transform_memory_0a1dd8,Indirect non-R0 memory destinations in decoded instructions,structural
0a1e8a,egs52_update_near_fd6c_0a1e8a,Instruction destination near addresses fd6c,structural
0a1f12,egs52_update_near_fd6c_0a1f12,Instruction destination near addresses fd6c,structural
0a1fc4,egs52_transform_memory_0a1fc4,Indirect non-R0 memory destinations in decoded instructions,structural
0a20ea,egs52_compute_from_near_c504_0a20ea,Instruction source near addresses c504,structural
0a2120,egs52_update_near_fd6c_0a2120,Instruction destination near addresses fd6c,structural
0a2200,egs52_update_near_fd6c_0a2200,Instruction destination near addresses fd6c,structural
0a233e,egs52_register_arithmetic_0a233e,Register-level instruction sequence; higher-level role unresolved,structural
0a2418,egs52_transform_memory_0a2418,Indirect non-R0 memory destinations in decoded instructions,structural
0a2440,egs52_call_0a1288_0a2440,Direct call targets 0a1288;0a2120,structural
0a24c8,egs52_call_09f858_0a24c8,Direct call targets 09f858;0a1388;0a2418;0a27f6,structural
0a2504,egs52_call_0a13da_0a2504,Direct call targets 0a13da;0a2440;0a2834;0a16c8;09f874,structural
0a2550,egs52_update_near_fd6c_0a2550,Instruction destination near addresses fd6c,structural
0a2682,egs52_update_near_fd6c_0a2682,Instruction destination near addresses fd6c,structural
0a2728,egs52_update_near_fd6c_0a2728,Instruction destination near addresses fd6c,structural
0a27c2,egs52_update_near_fd6c_0a27c2,Instruction destination near addresses fd6c,structural
0a27f6,egs52_update_near_f850_0a27f6,Instruction destination near addresses f850,structural
0a2834,egs52_update_near_f850_0a2834,Instruction destination near addresses f850,structural
0a283e,egs52_update_near_fd6c_0a283e,Instruction destination near addresses fd6c,structural
0a28ce,egs52_update_near_fd6c_0a28ce,Instruction destination near addresses fd6c,structural
0a290e,egs52_transform_far_memory_0a290e,Indirect non-R0 memory destinations in decoded instructions,structural
0a2a92,egs52_transform_memory_0a2a92,Indirect non-R0 memory destinations in decoded instructions,structural
0a2b52,egs52_register_arithmetic_0a2b52,Register-level instruction sequence; higher-level role unresolved,structural
0a2b70,egs52_update_near_fd6c_0a2b70,Instruction destination near addresses fd6c,structural
0a2bd4,egs52_update_near_fd6c_0a2bd4,Instruction destination near addresses fd6c,structural
0a2c70,egs52_transform_memory_0a2c70,Indirect non-R0 memory destinations in decoded instructions,structural
0a2d18,egs52_transform_memory_0a2d18,Indirect non-R0 memory destinations in decoded instructions,structural
0a2fba,egs52_update_near_caa4_0a2fba,Instruction destination near addresses caa4,structural
0a33b2,egs52_update_near_caa4_0a33b2,Instruction destination near addresses caa4,structural
0a3424,egs52_update_near_caa4_0a3424,Instruction destination near addresses caa4,structural
0a350e,egs52_update_near_caa4_0a350e,Instruction destination near addresses caa4;f854,structural
0a3b10,egs52_update_near_caa4_0a3b10,Instruction destination near addresses caa4,structural
0a3ca8,egs52_update_near_caa4_0a3ca8,Instruction destination near addresses caa4,structural
0a3d02,egs52_update_near_caa4_0a3d02,Instruction destination near addresses caa4,structural
0a3d74,egs52_call_092118_0a3d74,Direct call targets 092118;09efaa,structural
0a3d94,egs52_update_near_caa6_0a3d94,Instruction destination near addresses caa6;caa4;caa8,structural
0a3e0c,egs52_update_near_caaa_0a3e0c,Instruction destination near addresses caaa;caac,structural
0a3eba,egs52_update_near_caaf_0a3eba,Instruction destination near addresses caaf;caae;cab0,structural
0a3f66,egs52_update_near_f876_0a3f66,Instruction destination near addresses f876;e100;e101;e102;e1fc;e1fd;e1fe;e200;e202;e204,structural
0a41b6,egs52_call_096f56_0a41b6,Direct call targets 096f56;0a1b8c;097f16,structural
0a4270,egs52_update_near_f5b0_0a4270,Instruction destination near addresses f5b0;fdea;f878;f462;f581;fdec;f464;f454;f456;f444;f469,structural
0a4426,egs52_call_0a4430_0a4426,Direct call targets 0a4430;0a4446,structural
0a4430,egs52_update_near_f1c6_0a4430,Instruction destination near addresses f1c6,structural
0a4446,egs52_update_near_f57f_0a4446,Instruction destination near addresses f57f;f594;f595;f580;fdea;fdec;f460;f462;f464;f468;f572;f5b0;f574;f576;f578;f57c;f878;f57e;fde8;f5a0,structural
0a44ec,egs52_update_near_f594_0a44ec,Instruction destination near addresses f594;f595,structural
0a4542,egs52_call_0a4582_0a4542,Direct call targets 0a4582,structural
0a4548,egs52_call_0a4582_0a4548,Direct call targets 0a4582,structural
0a454e,egs52_update_near_fdea_0a454e,Instruction destination near addresses fdea;fdec;f878,structural
0a457c,egs52_call_0a463e_0a457c,Direct call targets 0a463e,structural
0a4582,egs52_update_near_fdea_0a4582,Instruction destination near addresses fdea;f572;f878;f582;fde8;f469;f456;f454;f462;f464;fdec,structural
0a460c,egs52_update_near_f456_0a460c,Instruction destination near addresses f456;f454;f45a;f458,structural
0a463e,egs52_update_near_f878_0a463e,Instruction destination near addresses f878;f572;f456;f469;f464;f444,structural
0a4678,egs52_transform_memory_0a4678,Indirect non-R0 memory destinations in decoded instructions,structural
0a474c,egs52_register_sequence_0a474c,Register-level instruction sequence; higher-level role unresolved,structural
0a474e,egs52_update_near_caca_0a474e,Instruction destination near addresses caca,structural
0a475e,egs52_call_09c462_0a475e,Direct call targets 09c462,structural
0a476e,egs52_update_near_cacc_0a476e,Instruction destination near addresses cacc;fd02,structural
0a47a8,egs52_call_09cb22_0a47a8,Direct call targets 09cb22,structural
0a47c0,egs52_compute_from_near_cace_0a47c0,Instruction source near addresses cace,structural
0a47d4,egs52_compute_from_near_cace_0a47d4,Instruction source near addresses cace,structural
0a47f0,egs52_call_09f47c_0a47f0,Direct call targets 09f47c,structural
0a4800,egs52_transform_memory_0a4800,Indirect non-R0 memory destinations in decoded instructions,structural
0a488e,egs52_transform_memory_0a488e,Indirect non-R0 memory destinations in decoded instructions,structural
0a48ca,egs52_transform_memory_0a48ca,Indirect non-R0 memory destinations in decoded instructions,structural
0a4906,egs52_transform_memory_0a4906,Indirect non-R0 memory destinations in decoded instructions,structural
0a49d8,egs52_transform_memory_0a49d8,Indirect non-R0 memory destinations in decoded instructions,structural
0a4a18,egs52_transform_memory_0a4a18,Indirect non-R0 memory destinations in decoded instructions,structural
0a4a34,egs52_transform_memory_0a4a34,Indirect non-R0 memory destinations in decoded instructions,structural
0a4aa8,egs52_transform_memory_0a4aa8,Indirect non-R0 memory destinations in decoded instructions,structural
0a4ac4,egs52_transform_memory_0a4ac4,Indirect non-R0 memory destinations in decoded instructions,structural
0a4b9e,egs52_transform_memory_0a4b9e,Indirect non-R0 memory destinations in decoded instructions,structural
0a4be0,egs52_transform_memory_0a4be0,Indirect non-R0 memory destinations in decoded instructions,structural
0a4c0c,egs52_transform_memory_0a4c0c,Indirect non-R0 memory destinations in decoded instructions,structural
0a4d64,egs52_update_near_fd6c_0a4d64,Instruction destination near addresses fd6c,structural
0a4e2c,egs52_update_near_fd6c_0a4e2c,Instruction destination near addresses fd6c,structural
0a4e9c,egs52_transform_memory_0a4e9c,Indirect non-R0 memory destinations in decoded instructions,structural
0a4f28,egs52_update_near_ccd4_0a4f28,Instruction destination near addresses ccd4;ccd6;c504,structural
0a4fc0,egs52_update_near_cce8_0a4fc0,Instruction destination near addresses cce8;fd6c;ccea,structural
0a50f6,egs52_compute_from_near_c606_0a50f6,Instruction source near addresses c606,structural
0a5104,egs52_compute_from_near_c606_0a5104,Instruction source near addresses c606,structural
0a5112,egs52_update_near_cce8_0a5112,Instruction destination near addresses cce8;ccea;fd6c,structural
0a514a,egs52_call_0a1c96_0a514a,Direct call targets 0a1c96;09ff1e,structural
0a5198,egs52_update_near_ccec_0a5198,Instruction destination near addresses ccec;ccee;ccf0;ccf2;ccf4;ccf6;ccf8;ccfa;ccfc;ccfe;cd00;cd02;cd04;cd06;cd08;cd0a;cd0c;cd0e;cd10;cd12;cd14,structural
0a51f2,egs52_transform_memory_0a51f2,Indirect non-R0 memory destinations in decoded instructions,structural
0a5490,egs52_call_0a638a_0a5490,Direct call targets 0a638a,structural
0a549e,egs52_update_near_cd16_0a549e,Instruction destination near addresses cd16;cd18;cd1a;cd1c;cd1e;cd20;cd22;cd24;cd26;cd28;cd2a;cd2c;cd2d;cd2e;cd30;cd32;cd34;cd36;cd3a;cd3c;cd3e;cd40;cd42;cd44;cd46;cd47;cd48;cd4a;cd4c;cd4e;cd50;cd54;cd56;cd58;cd5a;cd5c;cd5e;cd60;cd61;cd62,structural
0a556c,egs52_update_near_cd64_0a556c,Instruction destination near addresses cd64;cd66;cd68;cd6a;cd6c;cd6e;cd70;cd72;cd74;cd75;cd76;cd78;cd7a;cd7c;cd7e;cd80;cd82;cd84;cd86;cd87;cd88;cd8a;cd8c;cd8e;cd90;cd92;cd94;cd96;cd98;cd99,structural
0a56f0,egs52_update_near_cda0_0a56f0,Instruction destination near addresses cda0,structural
0a57f8,egs52_register_sequence_0a57f8,Register-level instruction sequence; higher-level role unresolved,structural
0a5800,egs52_call_0a4446_0a5800,Direct call targets 0a4446;0a4430,structural
0a580a,egs52_compute_from_near_f581_0a580a,Instruction source near addresses f581,structural
0a582c,egs52_register_sequence_0a582c,Register-level instruction sequence; higher-level role unresolved,structural
0a582e,egs52_register_sequence_0a582e,Register-level instruction sequence; higher-level role unresolved,structural
0a5830,egs52_update_near_f462_0a5830,Instruction destination near addresses f462;f464;f582;f469;f468,structural
0a5856,egs52_update_near_c1ad_0a5856,Instruction destination near addresses c1ad;c1b1,structural
0a5874,egs52_update_near_fdea_0a5874,Instruction destination near addresses fdea;fdec;f471;f57d;f46d;f46e;f57c;f572,structural
0a58ac,egs52_update_near_f405_0a58ac,Instruction destination near addresses f405;f407;fdee,structural
0a58da,egs52_register_sequence_0a58da,Register-level instruction sequence; higher-level role unresolved,structural
0a58e2,egs52_compute_from_near_f3e4_0a58e2,Instruction source near addresses f3e4,structural
0a5a62,egs52_update_near_f3fe_0a5a62,Instruction destination near addresses f3fe;f3ff;f400;f401;f3e6;f3e8;f3ea;f3ec,structural
0a5b5e,egs52_transform_far_memory_0a5b5e,Indirect non-R0 memory destinations in decoded instructions,structural
0a5c46,egs52_update_near_cda4_0a5c46,Instruction destination near addresses cda4;cda6,structural
0a5f28,egs52_update_near_f186_0a5f28,Instruction destination near addresses f186;f18e,structural
0a5f76,egs52_transform_memory_0a5f76,Indirect non-R0 memory destinations in decoded instructions,structural
0a5f9c,egs52_compute_from_near_cda2_0a5f9c,Instruction source near addresses cda2,structural
0a6006,egs52_transform_far_memory_0a6006,Indirect non-R0 memory destinations in decoded instructions,structural
0a612e,egs52_transform_far_memory_0a612e,Indirect non-R0 memory destinations in decoded instructions,structural
0a62aa,egs52_update_near_f9e0_0a62aa,Instruction destination near addresses f9e0,structural
0a6336,egs52_update_near_f1de_0a6336,Instruction destination near addresses f1de,structural
0a6346,egs52_update_near_f9e0_0a6346,Instruction destination near addresses f9e0;f1de,structural
0a6388,egs52_register_sequence_0a6388,Register-level instruction sequence; higher-level role unresolved,structural
0a638a,egs52_transform_memory_0a638a,Indirect non-R0 memory destinations in decoded instructions,structural
0a644c,egs52_call_096f56_0a644c,Direct call targets 096f56,structural
0a6498,egs52_transform_memory_0a6498,Indirect non-R0 memory destinations in decoded instructions,structural
0a64f2,egs52_call_0a6784_0a64f2,Direct call targets 0a6784,structural
0a64fe,egs52_transform_memory_0a64fe,Indirect non-R0 memory destinations in decoded instructions,structural
0a6710,egs52_transform_memory_0a6710,Indirect non-R0 memory destinations in decoded instructions,structural
0a6784,egs52_update_near_cdb4_0a6784,Instruction destination near addresses f160;cdb4;fcfa;f162;cdb6;fcee;f166;cdb8;fcf2,structural
0a6808,egs52_transform_memory_0a6808,Indirect non-R0 memory destinations in decoded instructions,structural
0a68b2,egs52_update_near_fdec_0a68b2,Instruction destination near addresses fdec,structural
0a69a6,egs52_update_near_f581_0a69a6,Instruction destination near addresses f581,structural
0a69e2,egs52_update_near_f469_0a69e2,Instruction destination near addresses f469;f581;fdea;f464;fdec,structural
0a6a82,egs52_update_near_cde0_0a6a82,Instruction destination near addresses f581;cde0;cde1;cde2;f469;fdea,structural
0a6bf8,egs52_update_near_f469_0a6bf8,Instruction destination near addresses f469;f581,structural
0a6c78,egs52_update_near_fdea_0a6c78,Instruction destination near addresses fdea;f468;f469;f581;f462;f58e;f464,structural
0a6e7c,egs52_update_near_cdec_0a6e7c,Instruction destination near addresses f581;fdea;f469;cdec;cdee;f464;f3fe;f3ff;f400;f401;f3e6;f3e8;f3ea;f3ec;f615;fdec;cdea;cde8;cde4,structural
0a76d8,egs52_update_near_f581_0a76d8,Instruction destination near addresses f581;f469;fdec,structural
0a77dc,egs52_update_near_cdf1_0a77dc,Instruction destination near addresses cdf1;cdf0,structural
0a79fc,egs52_transform_memory_0a79fc,Indirect non-R0 memory destinations in decoded instructions,structural
0a7ab6,egs52_update_near_cdf4_0a7ab6,Instruction destination near addresses cdf4;cdf6;cdf8;cdfa,structural
0a7b9e,egs52_update_near_fd02_0a7b9e,Instruction destination near addresses fd02;f8b4;f8b6;f8ba;f8b8,structural
0a7c20,egs52_transform_memory_0a7c20,Indirect non-R0 memory destinations in decoded instructions,structural
0a7d0e,egs52_update_near_f8c0_0a7d0e,Instruction destination near addresses f8c0,structural
0a7dea,egs52_register_sequence_0a7dea,Register-level instruction sequence; higher-level role unresolved,structural
0a7e36,egs52_update_near_f8b6_0a7e36,Instruction destination near addresses f8b6;f8b8;f8ba;f8b4,structural
0d0000,egs52_update_near_d447_0d0000,Instruction destination near addresses d447,structural
0d0086,egs52_update_near_d64a_0d0086,Instruction destination near addresses d64a;d640;d64e;d63e;d63c;d64c;d644;d646;d647;d648;d649;d658;d650;d652;d651;d654;d656;d65a;fd2c;d474;d54e;d40e;d420,structural
0d01a8,egs52_register_sequence_0d01a8,Register-level instruction sequence; higher-level role unresolved,structural
0d01aa,egs52_update_near_d588_0d01aa,Instruction destination near addresses fd54;d588;d584;d582;d58a;d58c;d58e;d586,structural
