address,file_offset,name,body_bytes,instructions,decompiled,warnings,status,source,native_symbol,name_confidence,name_evidence
093ba4,013ba4,egs52_interrupt_0a4,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093ba8,013ba8,egs52_interrupt_0a8,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bb0,013bb0,egs52_interrupt_0b0,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bb4,013bb4,egs52_register_sequence_093bb4,4,1,true,0,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
093bb8,013bb8,egs52_register_sequence_093bb8,4,1,true,40,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
093bbc,013bbc,egs52_register_sequence_093bbc,4,1,true,2,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
093bc0,013bc0,egs52_interrupt_0c0,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bc4,013bc4,egs52_interrupt_0c4,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bc8,013bc8,egs52_interrupt_0c8,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bcc,013bcc,egs52_interrupt_0cc,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bd0,013bd0,egs52_interrupt_0d0,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bd4,013bd4,egs52_interrupt_0d4,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bd8,013bd8,egs52_interrupt_0d8,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bdc,013bdc,egs52_interrupt_0dc,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093be0,013be0,egs52_interrupt_0e0,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093be4,013be4,egs52_interrupt_0e4,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093be8,013be8,egs52_interrupt_0e8,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bec,013bec,egs52_interrupt_0ec,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bf0,013bf0,egs52_interrupt_0f0,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bf4,013bf4,egs52_interrupt_0f4,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bf8,013bf8,egs52_interrupt_0f8,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093bfc,013bfc,egs52_interrupt_0fc,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c00,013c00,egs52_register_sequence_093c00,4,1,true,8,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
093c04,013c04,egs52_register_sequence_093c04,4,1,true,0,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
093c08,013c08,egs52_interrupt_108,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c0c,013c0c,egs52_register_sequence_093c0c,4,1,true,1,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
093c10,013c10,egs52_interrupt_110,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c14,013c14,egs52_register_sequence_093c14,4,1,true,78,vector_data,egs52_vectors.c,,structural,Register-level instruction sequence; higher-level role unresolved
093c18,013c18,egs52_interrupt_118,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c1c,013c1c,egs52_interrupt_11c,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c20,013c20,egs52_interrupt_120,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c24,013c24,egs52_interrupt_124,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c28,013c28,egs52_interrupt_128,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c2c,013c2c,egs52_interrupt_12c,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c30,013c30,egs52_interrupt_130,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c34,013c34,egs52_interrupt_134,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c38,013c38,egs52_interrupt_138,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c3c,013c3c,egs52_interrupt_13c,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c40,013c40,egs52_interrupt_140,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c44,013c44,egs52_interrupt_144,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c48,013c48,egs52_interrupt_148,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c4c,013c4c,egs52_interrupt_14c,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c50,013c50,egs52_interrupt_150,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c54,013c54,egs52_interrupt_154,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c58,013c58,egs52_interrupt_158,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c5c,013c5c,egs52_interrupt_15c,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c60,013c60,egs52_interrupt_160,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c64,013c64,egs52_interrupt_164,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c68,013c68,egs52_interrupt_168,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c6c,013c6c,egs52_interrupt_16c,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c70,013c70,egs52_interrupt_170,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c74,013c74,egs52_interrupt_174,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c78,013c78,egs52_interrupt_178,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c7c,013c7c,egs52_interrupt_17c,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c80,013c80,egs52_interrupt_180,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c84,013c84,egs52_interrupt_184,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c8c,013c8c,egs52_interrupt_18c,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c90,013c90,egs52_interrupt_190,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c94,013c94,egs52_interrupt_194,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c98,013c98,egs52_interrupt_198,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093c9c,013c9c,egs52_interrupt_19c,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093ca0,013ca0,egs52_interrupt_1a0,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093ca4,013ca4,egs52_interrupt_1a4,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093ca8,013ca8,egs52_interrupt_1a8,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cac,013cac,egs52_interrupt_1ac,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cb0,013cb0,egs52_interrupt_1b0,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cb4,013cb4,egs52_interrupt_1b4,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cb8,013cb8,egs52_interrupt_1b8,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cbc,013cbc,egs52_interrupt_1bc,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cc0,013cc0,egs52_interrupt_1c0,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cc4,013cc4,egs52_interrupt_1c4,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cc8,013cc8,egs52_interrupt_1c8,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093ccc,013ccc,egs52_interrupt_1cc,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cd0,013cd0,egs52_interrupt_1d0,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cd4,013cd4,egs52_interrupt_1d4,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cd8,013cd8,egs52_interrupt_1d8,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cdc,013cdc,egs52_interrupt_1dc,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093ce0,013ce0,egs52_interrupt_1e0,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093ce4,013ce4,egs52_interrupt_1e4,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093ce8,013ce8,egs52_interrupt_1e8,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cec,013cec,egs52_interrupt_1ec,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cf0,013cf0,egs52_interrupt_1f0,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cf4,013cf4,egs52_interrupt_1f4,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cf8,013cf8,egs52_interrupt_1f8,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093cfc,013cfc,egs52_interrupt_1fc,4,1,true,1,vector_data,egs52_vectors.c,,observed,Exact JMPS vector slot and destination in decoded image
093d00,013d00,egs52_application_startup,76,22,true,1,decompiled_unverified,functions/093d00_egs52_application_startup.c,,observed,Secondary reset-vector target
093d4c,013d4c,egs52_call_09cb2e_093d4c,20,6,true,0,decompiled_unverified,functions/093d4c_egs52_call_09cb2e_093d4c.c,,structural,Direct call targets 09cb2e
093d60,013d60,egs52_update_near_c040_093d60,78,29,true,8,decompiled_unverified,functions/093d60_egs52_update_near_c040_093d60.c,,structural,Instruction destination near addresses c040;c041;c042
093dae,013dae,egs52_transform_memory_093dae,54,23,true,5,decompiled_unverified,functions/093dae_egs52_transform_memory_093dae.c,,structural,Indirect non-R0 memory destinations in decoded instructions
093de4,013de4,egs52_update_near_c040_093de4,44,18,true,3,decompiled_unverified,functions/093de4_egs52_update_near_c040_093de4.c,,structural,Instruction destination near addresses c040;c041;c042
093e10,013e10,egs52_update_near_c043_093e10,244,99,true,13,decompiled_unverified,functions/093e10_egs52_update_near_c043_093e10.c,,structural,Instruction destination near addresses c043;c062
093f04,013f04,egs52_read_indexed_word_c044,134,45,true,14,decompiled_unverified,functions/093f04_egs52_read_indexed_word_c044.c,,observed,All exits set RL4; caller 0966ca compares RL4; R12 receives two bytes from C044 indexed by C043
093f8a,013f8a,egs52_compute_from_near_c064_093f8a,6,2,true,1,decompiled_unverified,functions/093f8a_egs52_compute_from_near_c064_093f8a.c,,structural,Instruction source near addresses c064
093f90,013f90,egs52_update_near_c068_093f90,454,126,true,40,decompiled_unverified,functions/093f90_egs52_update_near_c068_093f90.c,,structural,Instruction destination near addresses c068;c06a
094156,014156,egs52_call_0a0000_094156,6,2,true,0,decompiled_unverified,functions/094156_egs52_call_0a0000_094156.c,,structural,Direct call targets 0a0000
09415c,01415c,egs52_call_0a00aa_09415c,6,2,true,0,decompiled_unverified,functions/09415c_egs52_call_0a00aa_09415c.c,,structural,Direct call targets 0a00aa
094162,014162,egs52_call_0a00c6_094162,6,2,true,0,decompiled_unverified,functions/094162_egs52_call_0a00c6_094162.c,,structural,Direct call targets 0a00c6
094168,014168,egs52_call_0a00d4_094168,10,3,true,0,decompiled_unverified,functions/094168_egs52_call_0a00d4_094168.c,,structural,Direct call targets 0a00d4;0a013e
094172,014172,egs52_call_0a01a8_094172,6,2,true,0,decompiled_unverified,functions/094172_egs52_call_0a01a8_094172.c,,structural,Direct call targets 0a01a8
094178,014178,egs52_call_0a0302_094178,6,2,true,0,decompiled_unverified,functions/094178_egs52_call_0a0302_094178.c,,structural,Direct call targets 0a0302
094188,014188,egs52_forward_byte_to_0a08ee,12,5,true,1,decompiled_unverified,functions/094188_egs52_forward_byte_to_0a08ee.c,,observed,Zero-extend low argument byte and call 0a08ee
094194,014194,egs52_read_c34e_forwarder,6,2,true,1,decompiled_unverified,functions/094194_egs52_read_c34e_forwarder.c,,observed,CALLS to full-word C34E getter then RETS
09419a,01419a,egs52_update_near_cab6_09419a,1684,562,true,179,decompiled_unverified,functions/09419a_egs52_update_near_cab6_09419a.c,,structural,Instruction destination near addresses f7b5;f456;f442;f7b6;f451;f452;f444;f45e;cab6;cab2;fde8;f447;f45c;f458;f45a;f454;f448;f44a;f44c;f44d;f450;f44e;f44f
094830,014830,egs52_call_09419a_094830,16,7,true,0,decompiled_unverified,functions/094830_egs52_call_09419a_094830.c,,structural,Direct call targets 09419a
094840,014840,egs52_update_near_cab6_094840,68,23,true,6,decompiled_unverified,functions/094840_egs52_update_near_cab6_094840.c,,structural,Instruction destination near addresses f7b5;f7b6;f7b7;f45e;cab6
094884,014884,egs52_call_09488a_094884,6,2,true,0,decompiled_unverified,functions/094884_egs52_call_09488a_094884.c,,structural,Direct call targets 09488a
09488a,01488a,egs52_update_near_cab6_09488a,148,51,true,20,decompiled_unverified,functions/09488a_egs52_update_near_cab6_09488a.c,,structural,Instruction destination near addresses f7b5;f456;f442;f45e;cab6;cab2
09491e,01491e,egs52_call_094924_09491e,6,2,true,0,decompiled_unverified,functions/09491e_egs52_call_094924_09491e.c,,structural,Direct call targets 094924
094924,014924,egs52_call_09492a_094924,6,2,true,0,decompiled_unverified,functions/094924_egs52_call_09492a_094924.c,,structural,Direct call targets 09492a
09492a,01492a,egs52_update_near_f878_09492a,66,17,true,14,decompiled_unverified,functions/09492a_egs52_update_near_f878_09492a.c,,structural,Instruction destination near addresses f878;f444;f45a;f442;f458;f45c;f456;f454;f44c;f451;f44d;f452;fde8;f447
09496c,01496c,egs52_initialize_operating_masks,20,6,true,3,decompiled_unverified,functions/09496c_egs52_initialize_operating_masks.c,,observed,Initialize C06C to 3 and C06E/C070 to 0x100
094980,014980,egs52_update_operating_masks,1048,337,true,65,decompiled_unverified,functions/094980_egs52_update_operating_masks.c,,inferred,Select mask C070 from per-client masks and C06E
094d98,014d98,egs52_compute_from_near_c06e_094d98,22,7,true,1,decompiled_unverified,functions/094d98_egs52_compute_from_near_c06e_094d98.c,,structural,Instruction source near addresses c06e
094db4,014db4,egs52_compute_from_near_c100_094db4,24,9,true,1,decompiled_unverified,functions/094db4_egs52_compute_from_near_c100_094db4.c,,structural,Instruction source near addresses c100
094dcc,014dcc,egs52_get_operating_mask,6,2,true,2,decompiled_unverified,functions/094dcc_egs52_get_operating_mask.c,,observed,Return RAM word C070
094dd2,014dd2,egs52_update_near_c086_094dd2,44,15,true,1,decompiled_unverified,functions/094dd2_egs52_update_near_c086_094dd2.c,,structural,Instruction destination near addresses c086
094dfe,014dfe,egs52_call_0964d2_094dfe,26,8,true,0,decompiled_unverified,functions/094dfe_egs52_call_0964d2_094dfe.c,,structural,Direct call targets 0964d2
094e18,014e18,egs52_call_0964d2_094e18,58,22,true,0,decompiled_unverified,functions/094e18_egs52_call_0964d2_094e18.c,,structural,Direct call targets 0964d2;0981ca;09fbc0
094e52,014e52,egs52_call_0964d2_094e52,54,19,true,2,decompiled_unverified,functions/094e52_egs52_call_0964d2_094e52.c,,structural,Direct call targets 0964d2;0a1b8c;094dfe
094e88,014e88,egs52_update_near_fd26_094e88,82,28,true,4,decompiled_unverified,functions/094e88_egs52_update_near_fd26_094e88.c,,structural,Instruction destination near addresses fd26
094eda,014eda,egs52_call_0964d2_094eda,104,38,true,3,decompiled_unverified,functions/094eda_egs52_call_0964d2_094eda.c,,structural,Direct call targets 0964d2;094d98;09c462;09fbc0
094f42,014f42,egs52_update_near_fd26_094f42,84,29,true,4,decompiled_unverified,functions/094f42_egs52_update_near_fd26_094f42.c,,structural,Instruction destination near addresses fd26
094f96,014f96,egs52_update_near_c086_094f96,330,117,true,14,decompiled_unverified,functions/094f96_egs52_update_near_c086_094f96.c,,structural,Instruction destination near addresses c086
0950e0,0150e0,egs52_update_near_c086_0950e0,62,21,true,2,decompiled_unverified,functions/0950e0_egs52_update_near_c086_0950e0.c,,structural,Instruction destination near addresses c086
095124,015124,egs52_latch_request_mask,6,2,true,1,decompiled_unverified,functions/095124_egs52_latch_request_mask.c,,observed,OR argument into RAM word C086
09512a,01512a,egs52_call_0a2d18_09512a,6,2,true,0,decompiled_unverified,functions/09512a_egs52_call_0a2d18_09512a.c,,structural,Direct call targets 0a2d18
095130,015130,egs52_update_near_c0bc_095130,2436,768,true,253,decompiled_unverified,functions/095130_egs52_update_near_c0bc_095130.c,,structural,Instruction destination near addresses c0bc;c0be;c0c0;c0b8;c0ba;f7be
095abc,015abc,egs52_call_095b6a_095abc,24,10,true,0,decompiled_unverified,functions/095abc_egs52_call_095b6a_095abc.c,,structural,Direct call targets 095b6a;0a2fba
095b38,015b38,egs52_call_095b6a_095b38,32,13,true,0,decompiled_unverified,functions/095b38_egs52_call_095b6a_095b38.c,,structural,Direct call targets 095b6a;0a3b10
095b58,015b58,egs52_call_0a3d02_095b58,18,8,true,0,decompiled_unverified,functions/095b58_egs52_call_0a3d02_095b58.c,,structural,Direct call targets 0a3d02
095b6a,015b6a,egs52_read_channel_table_word,12,5,true,1,decompiled_unverified,functions/095b6a_egs52_read_channel_table_word.c,,observed,Read word at F7C0 plus four times low-byte index
095b76,015b76,egs52_register_arithmetic_095b76,32,14,true,1,decompiled_unverified,functions/095b76_egs52_register_arithmetic_095b76.c,,structural,Register-level instruction sequence; higher-level role unresolved
095b96,015b96,egs52_compute_from_near_f7be_095b96,32,13,true,2,decompiled_unverified,functions/095b96_egs52_compute_from_near_f7be_095b96.c,,structural,Instruction source near addresses f7be
095bbc,015bbc,egs52_update_near_c0c6_095bbc,836,279,true,80,decompiled_unverified,functions/095bbc_egs52_update_near_c0c6_095bbc.c,,structural,Instruction destination near addresses c0c6;c0c8;c0b6;c0b2;c0c4;c0b4;c0c2;fd00;c0ca
095f00,015f00,egs52_return_false_095f00,4,2,true,1,decompiled_unverified,functions/095f00_egs52_return_false_095f00.c,,observed,Return zero byte
095f04,015f04,egs52_update_near_c0d4_095f04,138,48,true,18,decompiled_unverified,functions/095f04_egs52_update_near_c0d4_095f04.c,,structural,Instruction destination near addresses c0d4;c0d6;c0d2
095f8e,015f8e,egs52_update_near_fd00_095f8e,10,5,true,0,decompiled_unverified,functions/095f8e_egs52_update_near_fd00_095f8e.c,,structural,Instruction destination near addresses fd00
095f98,015f98,egs52_copy_six_status_bytes,14,5,true,0,decompiled_unverified,functions/095f98_egs52_copy_six_status_bytes.c,,observed,Copy six bytes from C0B2 to caller destination
095fa8,015fa8,egs52_call_09fbc0_095fa8,98,34,true,5,decompiled_unverified,functions/095fa8_egs52_call_09fbc0_095fa8.c,,structural,Direct call targets 09fbc0
09600a,01600a,egs52_transform_memory_09600a,308,95,true,33,decompiled_unverified,functions/09600a_egs52_transform_memory_09600a.c,,structural,Indirect non-R0 memory destinations in decoded instructions
09613e,01613e,egs52_update_near_d2ae_09613e,348,112,true,48,withheld,,,structural,Instruction destination near addresses fd26;d2ae;d2b0;d2b2;d2b3;d2b6;d2b8;d2ba;d2bd;d2bc;fd00
09629a,01629a,egs52_update_near_d3da_09629a,150,51,true,12,decompiled_unverified,functions/09629a_egs52_update_near_d3da_09629a.c,,structural,Instruction destination near addresses fd26;d3da;d3de
096330,016330,egs52_update_near_c106_096330,312,105,true,29,decompiled_unverified,functions/096330_egs52_update_near_c106_096330.c,,structural,Instruction destination near addresses c106;c108
096490,016490,egs52_call_0d02e2_096490,6,2,true,0,decompiled_unverified,functions/096490_egs52_call_0d02e2_096490.c,,structural,Direct call targets 0d02e2
0964a2,0164a2,egs52_read_register_f052,6,2,true,2,decompiled_unverified,functions/0964a2_egs52_read_register_f052.c,,observed,Read word at F052
0964aa,0164aa,egs52_call_0a4f28_0964aa,8,3,true,0,decompiled_unverified,functions/0964aa_egs52_call_0a4f28_0964aa.c,,structural,Direct call targets 0a4f28
0964b2,0164b2,egs52_update_near_c105_0964b2,26,9,true,3,decompiled_unverified,functions/0964b2_egs52_update_near_c105_0964b2.c,,structural,Instruction destination near addresses c105
0964cc,0164cc,egs52_call_0a1dd2_0964cc,6,2,true,1,decompiled_unverified,functions/0964cc_egs52_call_0a1dd2_0964cc.c,,structural,Direct call targets 0a1dd2
0964d2,0164d2,egs52_compute_from_near_f61e_0964d2,80,33,true,5,decompiled_unverified,functions/0964d2_egs52_compute_from_near_f61e_0964d2.c,,structural,Instruction source near addresses f61e
09652c,01652c,egs52_call_097e9e_09652c,16,5,true,2,decompiled_unverified,functions/09652c_egs52_call_097e9e_09652c.c,,structural,Direct call targets 097e9e
09653c,01653c,egs52_update_near_d3e2_09653c,34,10,true,2,decompiled_unverified,functions/09653c_egs52_update_near_d3e2_09653c.c,,structural,Instruction destination near addresses d3e2;d3e4
09655e,01655e,egs52_call_097b0a_09655e,6,2,true,0,decompiled_unverified,functions/09655e_egs52_call_097b0a_09655e.c,,structural,Direct call targets 097b0a
096564,016564,egs52_update_near_c112_096564,68,19,true,10,decompiled_unverified,functions/096564_egs52_update_near_c112_096564.c,,structural,Instruction destination near addresses c112;c110
0965a8,0165a8,egs52_call_0a4426_0965a8,6,2,true,0,decompiled_unverified,functions/0965a8_egs52_call_0a4426_0965a8.c,,structural,Direct call targets 0a4426
0965ae,0165ae,egs52_register_sequence_0965ae,2,1,true,0,decompiled_unverified,functions/0965ae_egs52_register_sequence_0965ae.c,,structural,Register-level instruction sequence; higher-level role unresolved
0965b0,0165b0,egs52_update_near_f878_0965b0,34,10,true,4,decompiled_unverified,functions/0965b0_egs52_update_near_f878_0965b0.c,,structural,Instruction destination near addresses f878
0965d2,0165d2,egs52_update_near_c10a_0965d2,424,129,true,23,decompiled_unverified,functions/0965d2_egs52_update_near_c10a_0965d2.c,,structural,Instruction destination near addresses f3f8;f803;c10a;fd00;c114
09677a,01677a,egs52_update_near_c116_09677a,12,4,true,1,decompiled_unverified,functions/09677a_egs52_update_near_c116_09677a.c,,structural,Instruction destination near addresses c116
096786,016786,egs52_compute_from_near_c116_096786,14,4,true,1,decompiled_unverified,functions/096786_egs52_compute_from_near_c116_096786.c,,structural,Instruction source near addresses c116
096794,016794,egs52_update_near_d3e8_096794,462,147,true,31,decompiled_unverified,functions/096794_egs52_update_near_d3e8_096794.c,,structural,Instruction destination near addresses d3e8;c117;d3e6
096962,016962,egs52_register_sequence_096962,38,12,true,2,decompiled_unverified,functions/096962_egs52_register_sequence_096962.c,,structural,Register-level instruction sequence; higher-level role unresolved
096988,016988,egs52_return_fe,6,2,true,1,decompiled_unverified,functions/096988_egs52_return_fe.c,,observed,Return byte 0xFE
09699c,01699c,egs52_clear_status_c118,6,2,true,1,decompiled_unverified,functions/09699c_egs52_clear_status_c118.c,,observed,Clear byte C118
0969a2,0169a2,egs52_update_near_c13e_0969a2,30,9,true,2,decompiled_unverified,functions/0969a2_egs52_update_near_c13e_0969a2.c,,structural,Instruction destination near addresses fdf0;c13e
0969c0,0169c0,egs52_update_near_fd00_0969c0,26,8,true,0,decompiled_unverified,functions/0969c0_egs52_update_near_fd00_0969c0.c,,structural,Instruction destination near addresses fd00
0969da,0169da,egs52_compute_from_near_c13e_0969da,52,15,true,3,decompiled_unverified,functions/0969da_egs52_compute_from_near_c13e_0969da.c,,structural,Instruction source near addresses c13e;c12a
096a0e,016a0e,egs52_compute_from_near_c12b_096a0e,16,5,true,1,decompiled_unverified,functions/096a0e_egs52_compute_from_near_c12b_096a0e.c,,structural,Instruction source near addresses c12b
096a1e,016a1e,egs52_update_near_c12e_096a1e,66,23,true,7,decompiled_unverified,functions/096a1e_egs52_update_near_c12e_096a1e.c,,structural,Instruction destination near addresses c12e;c12f;fdf0;fd00
096a60,016a60,egs52_update_near_c130_096a60,118,38,true,9,decompiled_unverified,functions/096a60_egs52_update_near_c130_096a60.c,,structural,Instruction destination near addresses fd00;c130;c131;fdf0
096ad6,016ad6,egs52_update_near_c12a_096ad6,658,201,true,51,decompiled_unverified,functions/096ad6_egs52_update_near_c12a_096ad6.c,,structural,Instruction destination near addresses fd00;fdf0;c12a;c12b;c12c;c12d;c132;c133
096d68,016d68,egs52_update_near_c134_096d68,82,28,true,8,decompiled_unverified,functions/096d68_egs52_update_near_c134_096d68.c,,structural,Instruction destination near addresses fd00;c134;c135;fdf0
096dba,016dba,egs52_update_near_c136_096dba,82,28,true,8,decompiled_unverified,functions/096dba_egs52_update_near_c136_096dba.c,,structural,Instruction destination near addresses fd00;c136;c137;fdf0
096e0c,016e0c,egs52_update_near_c138_096e0c,62,22,true,6,decompiled_unverified,functions/096e0c_egs52_update_near_c138_096e0c.c,,structural,Instruction destination near addresses c138;c139;fdf0;fd00
096e4a,016e4a,egs52_update_near_c13a_096e4a,44,14,true,5,decompiled_unverified,functions/096e4a_egs52_update_near_c13a_096e4a.c,,structural,Instruction destination near addresses c13a;c13c;fdf0;fd00
096e76,016e76,egs52_reset_receive_counters,14,4,true,3,decompiled_unverified,functions/096e76_egs52_reset_receive_counters.c,,inferred,Clear FDF2/FDF4 and C140
096e94,016e94,egs52_update_near_fc20_096e94,58,20,true,4,withheld,,,structural,Instruction destination near addresses fc20;fdf2
096ece,016ece,egs52_increment_saturating_counters,30,9,true,4,decompiled_unverified,functions/096ece_egs52_increment_saturating_counters.c,,observed,Increment F45E and F572 only while below 0xFFFC
